,Created At,Likes,Location,Name,Retweet,Tweet,Tweet_cleaned,_id,id,party,hashtags
18,2019-03-28 09:38:44,0,Sirohi,Tushar Raj Purohit,0,"RT @1stIndiaNews: #LokSabhaElections2019 # BJP का जनसंपर्क अभियान

अशोक परनामी और प्रदेश संगठन महामंत्री चंद्रशेखर गए घर-घर में, जनसंपर्क अ…",RT 1stIndiaNews # LokSabhaElections2019 # BJP s public relations campaign Ashok Parnami and state organization Maha Chandra Shekhar visited in house public relations A,5c9c96355c284c72c0f92f29,1111200942085423104,bjp,[]
19,2019-03-28 09:38:44,0,"Mumbai, India",Ramya Kannan,0,"RT @nawabmalikncp: हा ओपिनियन पोल नव्हे, तर ओपिनियन मेकिंग पोल आहे. 
चकवा देऊ पाहणाऱ्यांना आपण चीत करू. 
सहकाऱ्यांनो, ताकद लावा... परिवर्तन…",It s not Opinion Poll but Opinion Making Pol Let s check out those who give it to the Chakka people Co workers power change,5c9c96365c284c72c0f92f2a,1111200943142522881,bjp,[]
20,2019-03-28 09:38:44,0,,Shweta,0,@moneycontrolcom @BJP4India @INCIndia why soon? why not immediately? means if no ticket from them  will he stick with BJP?,moneycontrolcom BJP4India INCIndia why soon why not immediately means if no ticket from them will he stick with BJP,5c9c96375c284c72c0f92f2b,1111200943385776129,bjp,[]
21,2019-03-28 09:38:44,0,India,Chowkidar Sushil Ghiya,0,"RT @AskAnshul: Goa church: Avoid voting pseudo-nationalists

Earlier:

Mizoram Church: Don't vote BJP

Nagaland Church: Poll is Trishul Vs…",Goa church Avoid voting pseudo nationalists Earlier Mizoram Church Don t vote BJP Nagaland Church Poll is Trishul Vs,5c9c96385c284c72c0f92f2c,1111200944199557120,bjp,[]
22,2019-03-28 09:38:45,0,,Ritesh Gupta,0,"@rssurjewala @ECISVEEP कुशीनगर की घटना

BJP नेता इस्लाम अंसारी को मस्जिद में नमाज पढ़ने से रोका, पिटाई करके बोले- BJP छोड़ दो वरना जान से मार देंगे",rssurjewala ECISVEEP incident of Kushinagar BJP leader stopped the Islam Ansari from praying in the mosque beat him up left BJP or else killed him,5c9c96395c284c72c0f92f2d,1111200947164729345,bjp,[]
25,2019-03-28 09:38:47,0,,Arun tej,0,"RT @YoursLegallyy: Dating someone based ONLY on looks is shallow af. Consider other things, like do they hate BJP and RSS as much as you do?",Dating someone based ONLY on looks is shallow af Consider other things like do they hate BJP and RSS as much as you do,5c9c963c5c284c72c0f92f30,1111200953502298112,bjp,[]
26,2019-03-28 09:38:47,0,Mumbai,Zahir Khan (I support #NyayForIndia),0,"RT @INCMumbai: "" According to a survey conducted, major issues in Mumbai are:

- Bad Roads
- Traffic
- Drainage 
- Clean Water

These are b…",According to a survey conducted major issues in Mumbai are Bad Roads Traffic Drainage Clean Water These are b,5c9c963d5c284c72c0f92f31,1111200953909207040,bjp,[]
27,2019-03-28 09:38:47,0,Fatehabad,Amit,0,"RT @kaur0211: कॉग्रेस की देन
डाक्टर
इंजीनियर
वैज्ञानिक

BJP की देन
पकौडे वाले
पान वाले
चौकीदार

गुजरे हुए समय के साथ
गुजरे हुए PM के बिना…",RT kaur0211 Congressional donation The doctor engineer Scientist BJP s donation Dumpy Paneer Watchman With time passed Without a passing PM,5c9c963e5c284c72c0f92f32,1111200954630594561,bjp,[]
28,2019-03-28 09:38:47,0,,Shiv Yadav,0,"@myogiadityanath इतनी परेशानी ना उठायें।कृपया करके सारे कार्यों का रिपोर्ट कार्ड सोशल मीडिया पर डाल दीजिए।जनता तय करेगी की कौन लुटेरा है और कौन फेकू जो धर्म और जाति के नाम पर भरमाने की कोशिश कर रहा है।
#MissionShaktiRow 
#IndiaWithNaMo 
#MissionShakti 
#LokSabhaElections2019 
#ActorLikeModi 
#BJP",myogiadityanath Please do not raise such a problem Please put the report card of all the work on social media The person will decide who is a robber and who is trying to fray in the name of religion and caste #MissionShaktiRow #IndiaWithNaMo #MissionShakti # LokSabhaElections2019 #ActorLikeModi #BJP,5c9c963f5c284c72c0f92f33,1111200955192741888,bjp,"['MissionShaktiRow', 'IndiaWithNaMo', 'MissionShakti', 'ActorLikeModi', 'BJP']"
29,2019-03-28 09:38:48,0,,cult_hipster,0,"RT @GS_Raghuwanshi: Massive.
Public rally at Meerut.

Police officials who are involved in security arrangements,estimates around 4-5 lakhs…",Massive Public rally at Meerut Police officials who are involved in security arrangements estimates around 4 5 lakhs,5c9c96405c284c72c0f92f34,1111200960808783872,bjp,[]
30,2019-03-28 09:38:49,0," Jayanagar, Bengaluru",Lagbhag buck || ಜಿಂಕೆ ༒🚩 and 63 others,0,"RT @Akshaysinghel: BJP Karyakarta Patanu Mondal has been killed by TMC goons in Daulatnagar of Maldah District last night.

This is true fa…",BJP Karyakarta Patanu Mondal has been killed by TMC goons in Daulatnagar of Maldah District last night This is true fa,5c9c96415c284c72c0f92f35,1111200961597456384,bjp,[]
32,2019-03-28 09:38:49,0,Mumbai,Jagdish Maratha,0,"RT @PJkanojia: BJP IT Cell has got a tight slap right on the face for defaming @abhisar_sharma 

https://t.co/Kuheyg77SJ",BJP IT Cell has got a tight slap right on the face for defaming abhisar sharma,5c9c96435c284c72c0f92f37,1111200963430367232,bjp,[]
34,2019-03-28 09:38:50,0,India,josefjob,0,Man this has gone to a differrnt level,Man this has gone to a different level,5c9c96455c284c72c0f92f39,1111200968840876033,bjp,[]
35,2019-03-28 09:38:51,0,"Mumbai, India",Ramya Kannan,0,"RT @nawabmalikncp: आउटपुट मिक्सर से फीड भेज टीवी पर सुना रहे हैं ताली,
मैदान  में देखो कुर्सियां है ख़ाली ।
#LokSabhaElections2019  #ModiSe…",The clips are heard on the TV sending the feed from the output mixer Watch the grounds in the ground is empty # LokSabhaElections2019 # ModiSe,5c9c96465c284c72c0f92f3a,1111200969998680064,bjp,[]
36,2019-03-28 09:38:52,0,"Baghpat, India",जयंत तेवतिया बुलंदशहरी,0,ज़मानत बचाने को परेशान व हताश लालोद के कार्यकर्ता #Baghpat #Muzaffarnagar #BJP https://t.co/uKZpkqQSVq,#Baghpat #Muzaffarnagar #BJP #bjp Troubled and desperate Lalon activists to save bail,5c9c96475c284c72c0f92f3b,1111200975770083328,bjp,"['Baghpat', 'Muzaffarnagar', 'BJP', 'bjp']"
37,2019-03-28 09:38:52,0,,Shadansiddiqui,0,"@anwarbmm @BJP4Keralam @ShashiTharoor @BJP4India @narendramodi @AmitShah @SushmaSwaraj @smritiirani @amitmalviya Absolutely, it's not about Congress or BJP, it's about using the language of decency, at least from official accounts.",anwarbmm BJP4Keralam ShashiTharoor BJP4India narendramodi AmitShah SushmaSwaraj smritiirani amitmalviya Absolutely it s not about Congress or BJP it s about using the language of decency at least from official accounts,5c9c96485c284c72c0f92f3c,1111200976684253184,bjp,[]
38,2019-03-28 09:38:52,0,,Namrata,0,"Choukidar chor hai😂🤣😂

Both BJP&amp; congress should be 000000.Need real leader .We love you and your team...We pray for your strength and victory...

Baas bjp n congress n godi media,godi actor n actress desh se bahar ho jaye 2019 main ....

Aur real swatch bharat ban jaye...",Choukidar chor hai Both BJP amp congress should be 000000 Need real leader We love you and your team We pray for your strength and victory Baas bjp n congress n godi media godi actor n actress desh se bahar ho jaye 2019 main Aur real swatch bharat ban jaye,5c9c96495c284c72c0f92f3d,1111200976906575872,bjp,[]
39,2019-03-28 09:38:53,0,"New Delhi, India",Niks,0,@BJP4India Modiji..apko hamri ni humko apki jarurat hai..mera chaukidar pyour hai...vote support BJP,BJP4India Modiji apko hamri ni humko apki jarurat hai mera chaukidar pyour hai vote support BJP,5c9c964a5c284c72c0f92f3e,1111200979033165825,bjp,[]
41,2019-03-28 09:38:53,0,"Kannur, Kerala",Sujesh,0,"Sangh parivar and BJP govt suppressing voices and rights of common man!
CPIM is committed to protect the secular principle and democratic rights enshrined in Indian constitution.
#CPIMManifesto",Sangh parivar and BJP govt suppressing voices and rights of common man CPIM is committed to protect the secular principle and democratic rights enshrined in Indian constitution #CPIMManifesto,5c9c964c5c284c72c0f92f40,1111200980031291392,bjp,['CPIMManifesto']
42,2019-03-28 09:38:54,0,"Bengaluru South, India",Vijay Vje,0,"@KushalPraveen @siddaramaiah @BJP4India @narendramodi @BJP4Karnataka S but today poppet in the hand of BJP
Why they did not take action on operation Kamala from where did such huge amount come from 
Just wite it's not an end 
Samrat  20 MLS including chikmangaloor estates owner vl enjoy a song",KushalPraveen siddaramaiah BJP4India narendramodi BJP4Karnataka S but today poppet in the hand of BJP Why they did not take action on operation Kamala from where did such huge amount come from Just wite it s not an end Samrat 20 MLS including chikmangaloor estates owner vl enjoy a song,5c9c964d5c284c72c0f92f41,1111200983348998144,bjp,[]
43,2019-03-28 09:38:54,0,,RAO V K LK,0,"RT @rammadhavbjp: Sh Jitender Reddy, MP, Telangana, who joined BJP yesterday, called on me. His joining will strengthen d party greatly. Co…",Sh Jitender Reddy MP Telangana who joined BJP yesterday called on me His joining will strengthen d party greatly Co,5c9c964e5c284c72c0f92f42,1111200984686972928,bjp,[]
44,2019-03-28 09:38:54,0,"Bengaluru, India",Varun Verma,0,RT @sherryontopp: Campaign for 2019 Elections is reaching its final stages but no BJP leader has talked about development issues. Very sad.…,Campaign for 2019 Elections is reaching its final stages but no BJP leader has talked about development issues Very sad,5c9c964f5c284c72c0f92f43,1111200985282543616,bjp,[]
48,2019-03-28 09:38:57,0,,SharmaIndianbyChoice,0,"RT @The_veenaD: @abpnewstv Ofcourse everything will be infront of JANATA ... All your
 ' GHOTALAS ' after election  .... 
Because there are…",abpnewstv Ofcourse everything will be infront of JANATA All your GHOTALAS after election Because there are,5c9c96535c284c72c0f92f47,1111200997420875777,bjp,[]
49,2019-03-28 09:38:58,0,"Bengaluru, India",Ahmed. احمد #NYAYforIndia,0,"RT @Nehr_who: and BJP call him young leader?? Lol, 

the moron should take a potted plant and continously apologize to it for wasting its o…",and BJP call him young leader Lol the moron should take a potted plant and continously apologize to it for wasting its o,5c9c96545c284c72c0f92f48,1111201000822575105,bjp,[]
50,2019-03-28 09:38:59,0,"Bareilly, India",Devyani Varma,0,#UrmilaMatondkar,#UrmilaMatondkar,5c9c96555c284c72c0f92f49,1111201004756914176,bjp,['UrmilaMatondkar']
53,2019-03-28 09:39:00,0,"Patna, India",Captain Mohan Rawat,0,"Congress ने जो देश को दिया है.उसकी बराबरी का सपना भी न देखें BJP.बहुत बहका  लिया झूट बोल के.कांग्रेस की सारी स्कीम्स  पर तालियां भी बजवा लीं,वो भी खुद के हाथ से अब तैयार रहें गुजरात का रास्ता देखे बीजेपी   @AkhileshPSingh @RahulGandhi @INCIndia #BJP_भगाओ_देश_बचाओ #23_मई_भाजपा_गई",The country which Congress has given to the country Don t see the dream of its equality BJP has tried to seduce a lot Lack of applause at all the schemes of the Congress that too be ready now with your own hands see the path of Gujarat BJP AkhileshPSingh RahulGandhi INCIndia #BJP Bhagao # 23 me bhajpa gai,5c9c96585c284c72c0f92f4c,1111201008133308416,bjp,['BJP']
54,2019-03-28 09:39:00,0, திருநெல்வேலி ,ரசிகன்,0,"RT @vikatan: நிர்மலா சீதாராமனின் கையொப்பத்தை போலியாகப் போட்டு மோசடி: பா.ஜ.க முரளிதர ராவ் மீது வழக்கு!
#NirmalaSitharaman #MuralidharRao #Bj…",Nirmala Sitaraman s fraudulent fraud BJP case against Muraleedhara Rao #NirmalaSitharaman #MuralidharRao # Bj,5c9c96595c284c72c0f92f4d,1111201008804204547,bjp,"['NirmalaSitharaman', 'MuralidharRao']"
55,2019-03-28 09:39:00,0,,Bharat parekh,0,@Ish_Bhandari Bjp is getting 300 plus,Ish Bhandari Bjp is getting 300 plus,5c9c965a5c284c72c0f92f4e,1111201009647448065,bjp,[]
57,2019-03-28 09:39:01,0,,Follow me bhakt dur Rahe,0,"RT @LambaAlka: भाइयों-बहनों #उत्तराखंड में किसकी सरकार है?
BJPकी है के नही है?

पाँचों सांसद BJPके हैं के नही हैं?

मित्रों,देश में किसकी स…",Brothers and sisters # Whose government is there in Uttarakhand Is there a BJP s The five MPs are from the BJP s Friends who s in the country,5c9c965c5c284c72c0f92f50,1111201012134510594,bjp,[]
58,2019-03-28 09:39:01,0,"Manjeri,India",NIHAL T,0,"@narendramodi  how could say ?
Your govt in India&amp;bjp govt running Uttarakhand.Dont put your failure to others&amp;Stop lying.",narendramodi how could say Your govt in India amp bjp govt running Uttarakhand Dont put your failure to others amp Stop lying,5c9c965d5c284c72c0f92f51,1111201013061476352,bjp,[]
59,2019-03-28 09:39:02,0,,Ritesh Gupta,0,"@BDUTT कुशीनगर की घटना

BJP नेता इस्लाम अंसारी को मस्जिद में नमाज पढ़ने से रोका, पिटाई करके बोले- BJP छोड़ दो वरना जान से मार देंगे",BDUTT incident of Kushinagar BJP leader stopped the Islam Ansari from praying in the mosque beat him up left BJP or else killed him,5c9c965e5c284c72c0f92f52,1111201016102281216,bjp,[]
60,2019-03-28 09:39:01,0,West Africa,MT,0,"@rahulkanwal @IndiaToday @ShekharGupta @nramind @aajtak @sardesairajdeep @bhupendrachaube @anjanaomkashyap @RahulGandhi @yadavakhilesh @Mayawati @PawarSpeaks @yadavtejashwi @MamataOfficial @mkstalin @priyankagandhi @ncbn TV Channels R Cheating Audience by Livecasting https://t.co/DTqajnngk4 Feed as Channels' OWN Live, without even saying""courtesy BJP.Feed"" Also while Channels do 24x7 Coverage2 Modi.BJP but hardly cover Opposition Leaders' Rallies,Media do huge damage to Democracy @IndEditorsGuild",rahulkanwal IndiaToday ShekharGupta nramind aajtak sardesairajdeep bhupendrachaube anjanaomkashyap RahulGandhi yadavakhilesh Mayawati PawarSpeaks yadavtejashwi MamataOfficial mkstalin priyankagandhi ncbn TV Channels R Cheating Audience by Livecasting Feed as Channels OWN Live without even saying courtesy BJP Feed Also while Channels do 24x7 Coverage2 Modi BJP but hardly cover Opposition Leaders Rallies Media do huge damage to Democracy IndEditorsGuild,5c9c965f5c284c72c0f92f53,1111201015951323137,bjp,[]
61,2019-03-28 09:39:02,0,India,̲ ̲أ̲ن̲ا̲ ̲م̲ـ̲ـ̲ع̲ـ̲ـ̲ـ̲ل̲ـ̲ـ̲م̲,0,"Narendra Modi says- ""Standard of living has improved since BJP came to power.""

He forgot to add ""My"" at the start of the sentence. 🤓",Narendra Modi says Standard of living has improved since BJP came to power He forgot to add My at the start of the sentence,5c9c96605c284c72c0f92f54,1111201016383328256,bjp,[]
63,2019-03-28 09:39:02,0,chennai,Balaji,0,"RT @moni_tiwari: I will vote for @narendramodi again in 2019
Reason👇
Pic 1: Avdhut Parrikar, Brother of Sri Manohar Parrikar .
Pic 2: Prate…",I will vote for narendramodi again in 2019 Reason Pic 1 Avdhut Parrikar Brother of Sri Manohar Parrikar Pic 2 Prate,5c9c96625c284c72c0f92f56,1111201018434351104,bjp,[]
64,2019-03-28 09:39:01,0,Dungarpur ,Chowkidar K.D.Sadhu,0,"RT @narendramodi_in: Under the Congress, Uttarakhand suffered heavily.

It is only under the BJP that the state is witnessing rapid strides…",Under the Congress Uttarakhand suffered heavily It is only under the BJP that the state is witnessing rapid strides,5c9c96635c284c72c0f92f57,1111201015229870081,bjp,[]
65,2019-03-28 09:39:02,0,,RATHEESH VIJAYAKUMAR,0,"RT @narinder_tokas: To all the BJP &amp; RSS Bhagats out there,
Just changing your name to Chowkidar in Twitter won’t work..If you actually mea…",To all the BJP amp RSS Bhagats out there Just changing your name to Chowkidar in Twitter won t work If you actually mea,5c9c96645c284c72c0f92f58,1111201018807672832,bjp,[]
67,2019-03-28 09:39:02,0,Dammam KSA,Mahesh Singh (INC),0,"RT @INCUttarPradesh: नकली चौकीदार के विरोध में असली चौकीदार को अपना इस्तीफा सौंपते हरदोई के भाजपा सांसद! 
https://t.co/Zc9xWNnSyX https://t…",BJP MP from Hardoi handing his resignation to the real janitor in protest against the fake watchman t,5c9c96665c284c72c0f92f5a,1111201019000696832,bjp,[]
68,2019-03-28 09:39:03,0,"New Delhi, India",BSP Mangolpuri,0,"RT @Mayawati: Previous experience proves that like law &amp; order, BJP leaders are habitual offenders in violating Model Code of Conduct. And…",Previous experience proves that like law amp order BJP leaders are habitual offenders in violating Model Code of Conduct And,5c9c96675c284c72c0f92f5b,1111201021416493056,bjp,[]
69,2019-03-28 09:39:03,0,"Mumbai, India",Vinod Kumar Yadav,0,"RT @juhiesingh: केहू के अब @narendramodi  के अ @myogiadityanath सुनले में कौनो दिलचस्पी नाहीं,जमीन त खिसके गइल ,ई उत्तरप्रदेस बा बाबू कौनो…",Now the news of narendramodi of Keahu is not interested in listening to a mine land grabbing e Uttarprades ba babu kauno,5c9c96685c284c72c0f92f5c,1111201022347747328,bjp,[]
70,2019-03-28 09:39:03,0,,Om Prakash Singh,0,RT @Shivshankerlal5: इसमे कोई शक नहीं है https://t.co/f6wmoIaBcj,RT Shivshankerlal5 There is no doubt at,5c9c96695c284c72c0f92f5d,1111201022934839296,bjp,[]
71,2019-03-28 09:39:03,0,,A. chowkidar gopal kumar,0,bjp. ki sarkR bangi . conf ha hA leken rogar kab tak milegA,bjp ki sarkR bangi conf ha hA leken rogar kab tak milegA,5c9c966a5c284c72c0f92f5e,1111201023077441536,bjp,[]
74,2019-03-28 09:39:03,0,Riyadh,Shuaib Hussain,0,"RT @sumitkashyapjha: Pic 1: Tejaswi Surya. BJP. Anti - women, anti - Muslim, bigoted, Upper Caste, Rich, from political family. No work to…",Pic 1 Tejaswi Surya BJP Anti women anti Muslim bigoted Upper Caste Rich from political family No work to,5c9c966d5c284c72c0f92f61,1111201024264552450,bjp,[]
75,2019-03-28 09:39:04,0,India,Guruprasad Shenoy,0,@shivanginipatha @majorgauravarya There's nothing wrong even if he has voted BJP or even Congress. It's his personal choice. For us he is a patriotic major who loves the country. We don't need to think about anything else.,shivanginipatha majorgauravarya There s nothing wrong even if he has voted BJP or even Congress It s his personal choice For us he is a patriotic major who loves the country We don t need to think about anything else,5c9c966e5c284c72c0f92f62,1111201024486723584,bjp,[]
76,2019-03-28 09:39:04,0,hyderabad,vamshi,0,"RT @Ish_Bhandari: BJP was at 282 &amp; Congress at 44 seats in 2014.

BJP even if gets 25% less seats is comfortable &amp; will form Govt easily.…",BJP was at 282 amp Congress at 44 seats in 2014 BJP even if gets 25 less seats is comfortable amp will form Govt easily,5c9c966f5c284c72c0f92f63,1111201025795358720,bjp,[]
77,2019-03-28 09:39:04,0,,Chowkidar Anurag Rana🇮🇳,0,"RT @LW3210: TMC Terrorist has KiIIed BJP Karyakarta Patanu Mondal in Maldah District last night.

He was kiIIed for being a Karyakarta of a…",TMC Terrorist has KiIIed BJP Karyakarta Patanu Mondal in Maldah District last night He was kiIIed for being a Karyakarta of a,5c9c96705c284c72c0f92f64,1111201025841598465,bjp,[]
79,2019-03-28 09:39:04,0,,Rounak,0,"RT @shivanginipatha: How do you know @majorgauravarya is a BJP voter, he may have pressed NOTA in 2014,does his face glow with a lotus. I d…",How do you know majorgauravarya is a BJP voter he may have pressed NOTA in 2014 does his face glow with a lotus I d,5c9c96725c284c72c0f92f66,1111201027590668288,bjp,[]
80,2019-03-28 09:39:04,0,India,Poonam Gupta,0,"মালদহে বাড়িতে ঢুকে বিজেপি কর্মীর ভাইকে গুলি করে খুন #malda
 #BJP https://t.co/Bz7tPCyjWn",BJP leader shot dead in Malda shot dead #malda #BJP,5c9c96735c284c72c0f92f67,1111201026936373248,bjp,"['malda', 'BJP']"
81,2019-03-28 09:39:04,0,"Chennai,Tamilnadu",SRINIVASAN RANGANATH,0,RT @Supriya23bh: Former BJP MP and actor Mr Shatrughan Sinha reaches Congress President Rahul Gandhi’s residence... Mr Sinha to @TV9Bharatv…,Former BJP MP and actor Mr Shatrughan Sinha reaches Congress President Rahul Gandhi s residence Mr Sinha to TV9Bharatv,5c9c96745c284c72c0f92f68,1111201028571947008,bjp,[]
82,2019-03-28 09:39:05,0,EARTH,മോഹിത് MOHIT,0,"Bengaluru South MP candidate from BJP! #KnowYourMPCandidate 
 People like these  get seat in @BJP4India ?? https://t.co/WuUvpJ60gc",Bengaluru South MP candidate from BJP #KnowYourMPCandidate People like these get seat in BJP4India,5c9c96755c284c72c0f92f69,1111201029582929926,bjp,['KnowYourMPCandidate']
83,2019-03-28 09:39:05,0,"Faridabad, India",javed khan‏‎‎جاوید خان,0,"RT @Pawankhera: महोदय, हर पाँच साल में जनता सरकार का हिसाब लेकर निर्णय लेती है। इस बार हिसाब देने की बारी आपकी है। कब तक टेलीप्राम्प्टर के…",Sir every five years the public takes the decision of the government This time it is your turn to give accounting How long teleprespect,5c9c96765c284c72c0f92f6a,1111201030614802433,bjp,[]
84,2019-03-28 09:39:06,0,,shreenath,0,"RT @RatanSharda55: If only BJP had the foresight to throw #3R out citing Gold rule change with #Congi after it lost in 2014, for #NiravModi…",If only BJP had the foresight to throw #3R out citing Gold rule change with #Congi after it lost in 2014 for #NiravModi,5c9c96775c284c72c0f92f6b,1111201036847349761,bjp,"['3R', 'Congi', 'NiravModi']"
